process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,16.666666666666668,0.7731481481481483,1.0,0.8720626631853786
02,22.22222222222222,0.9510582010582018,1.0,0.9749152542372885
03,16.666666666666668,0.8909090909090907,1.0,0.9423076923076922
04,7.142857142857143,0.880036630036629,1.0,0.9361909400876759
05,25.0,0.9402777777777778,0.7647058823529411,0.8434520101586084
06,25.0,0.9214743589743589,1.0,0.9591326105087572
07,1.9736842105263157,0.8338452742059964,1.0,0.9093954500245699
08,0.0,0.8076923076923076,0.8666666666666667,0.8361408882082696
09,0.0,0.7108889010149534,0.875,0.7844531706981397
10,0.0,0.8013045288045288,0.4476744186046512,0.5744268785345977
11,11.11111111111111,0.9309280724244584,0.8492581602373888,0.8882197239761613
12,4.761904761904762,0.843239432525147,0.8862559241706162,0.86421271924946
13,0.0,0.8070436507936508,0.75,0.7774769034724436
14,0.0,0.8750669620234838,0.52,0.6523483569451081
15,50.0,0.9545454545454545,1.0,0.9767441860465116
16,0.0,0.8855758688741995,0.8181818181818181,0.8505459198079183
17,0.0,0.7938690455859693,0.8338350391330523,0.8133613878679479
18,0.0,0.9017077057401526,0.7307692307692308,0.807288889374924
19,100.0,1.0,1.0,1.0
20,0.0,0.9391599821746965,1.0,0.968625580981166
