process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,66.66666666666667,0.9583333333333334,1.0,0.9787234042553191
02,0.0,0.8644310600832333,0.75,0.8031600866611179
03,16.666666666666668,0.8909090909090907,1.0,0.9423076923076922
04,0.0,0.5953689167974887,0.19999999999999996,0.299417744004737
05,25.0,0.9243055555555556,0.9285714285714286,0.9264335814102909
06,25.0,0.9214743589743589,1.0,0.9591326105087572
07,3.9473684210526314,0.837254901960781,1.0,0.9114194236926342
08,0.0,0.8076923076923076,0.8666666666666667,0.8361408882082696
09,0.0,0.8744360902255648,0.6363636363636364,0.736642084784871
10,50.0,0.963452380952381,0.5764705882352941,0.7213373290708092
11,22.22222222222222,0.9573879568867003,0.8370750481077613,0.8931982078629696
12,4.761904761904762,0.843239432525147,0.8862559241706162,0.86421271924946
13,50.0,0.9330357142857143,1.0,0.9653579676674364
14,50.0,0.9615384615384616,0.7142857142857143,0.819672131147541
15,0.0,0.8706293706293707,0.875,0.8728092138207311
16,0.0,0.8277466086550493,0.8709677419354839,0.8488073281825381
17,0.0,0.7403163770496066,0.3244088333007622,0.45113080786934495
18,nan,nan,nan,nan
19,0.0,0.8503496503496507,0.5714285714285714,0.6835300730747611
20,0.0,0.8113494249857824,0.3439536567704562,0.4831054396881598
