process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,0.0,0.550925925925926,0.8823529411764706,0.6783203496104884
02,0.0,0.7399328249818447,0.8,0.7687949115474626
03,0.0,0.8590909090909089,0.9696969696969697,0.9110491827973185
04,0.0,0.6688311688311684,0.9411764705882353,0.7819691577698693
05,0.0,0.7897893772893774,0.6923076923076923,0.7378427127569827
06,25.0,0.9214743589743589,1.0,0.9591326105087572
07,0.0,0.6434186427607501,0.8333333333333334,0.7261641913881753
08,0.0,0.8585164835164836,0.28846153846153844,0.4318286503915246
09,0.0,0.7289377289377299,0.9827586206896551,0.837029111168506
10,5.0,0.8154166666666665,1.0,0.8983245352306631
11,0.0,0.7153079413583624,0.8571428571428572,0.7798286511441603
12,0.0,0.640352702852703,0.6666666666666667,0.6532447978315526
13,0.0,0.8298971861471862,0.6829268292682926,0.7492729467260901
14,0.0,0.905982905982906,0.8666666666666667,0.8858887817422052
15,0.0,0.7482517482517483,0.8888888888888888,0.812529663028002
16,0.0,0.7740088213576535,0.9166666666666666,0.8393190665745424
17,0.0,0.7008810162599038,0.5715023231801755,0.629613916890305
18,0.0,0.6248885343234926,0.36363636363636365,0.45973995145376645
19,0.0,0.8376623376623378,0.6666666666666667,0.7424460431654678
20,0.0,0.7195669047047722,0.9841269841269842,0.8313056851900552
