process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,33.333333333333336,0.8222222222222223,0.90625,0.862193652069104
02,0.0,0.6592009025832555,0.75,0.7016752203765104
03,0.0,0.8131313131313131,0.9714285714285714,0.8852591574351095
04,0.0,0.6542207792207793,0.9230769230769231,0.7657350961919088
05,0.0,0.7700466200466201,0.975609756097561,0.8607249461395535
06,25.0,0.9214743589743589,1.0,0.9591326105087572
07,1.3157894736842106,0.7651657810713527,0.9555555555555556,0.8498277989125312
08,0.0,0.8636363636363636,0.8125,0.8372881355932202
09,0.0,0.9489075630252092,0.4,0.5627709942686268
10,0.0,0.7651287601287602,0.5617977528089888,0.6478845872153148
11,0.0,0.6712056623996392,0.7580778790389395,0.7120017130242887
12,0.0,0.6507573114715973,0.6666666666666667,0.6586159275176031
13,0.0,0.810763888888889,0.4576271186440678,0.5850365386846074
14,0.0,0.6448051948051948,0.4285714285714286,0.5149079595540577
15,8.333333333333334,0.8434343434343434,1.0,0.915068493150685
16,nan,nan,nan,nan
17,0.0,0.8269946499641984,0.7057823129251701,0.7615957323995893
18,0.0,0.7422507018186147,0.950073993301659,0.8334016401712464
19,20.0,0.9008585858585858,0.9523809523809523,0.9259035761513774
20,0.0,0.7091991457168922,0.9152713334678233,0.7991645968479701
