process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,16.666666666666668,0.716025641025641,0.9166666666666666,0.8040177987174454
02,0.0,0.9159389594873468,0.8571428571428572,0.8855660571778111
03,16.666666666666668,0.901559454191033,1.0,0.9482316760635571
04,0.0,0.8714285714285704,0.8888888888888888,0.8800721370604143
05,25.0,0.9551378446115288,0.7647058823529411,0.8493789485414506
06,0.0,0.861670106639147,0.9811320754716981,0.9175289548771913
07,1.9736842105263157,0.7997560731452104,1.0,0.8887382963487668
08,0.0,0.8636363636363636,0.8666666666666667,0.8651488616462346
09,7.142857142857143,0.9300144300144285,0.85,0.8882088281788327
10,20.0,0.9076418597742129,1.0,0.9515851784481608
11,5.555555555555555,0.7869532998384535,0.8493449781659389,0.8169596488044593
12,2.380952380952381,0.7941749506820273,0.8840579710144928,0.836709477514886
13,0.0,0.8986607142857144,0.4,0.5535922997593675
14,0.0,0.8991596638655462,0.8,0.8466864490603363
15,25.0,0.8916666666666667,1.0,0.9427312775330398
16,0.0,0.9167083569629563,0.7590361445783133,0.8304544950998262
17,16.967509025270758,0.8690461666788502,0.7672396359959555,0.8149757988444445
18,0.0,0.8966610552876831,0.791769440477736,0.840957118251365
19,100.0,1.0,1.0,1.0
20,23.863636363636363,0.9342126088667632,0.9921021455837831,0.9622875301627491
