process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,16.666666666666668,0.7731481481481483,0.9166666666666666,0.8388127853881279
02,1.8518518518518519,0.8603213507625261,0.9900497512437811,0.9206379610972214
03,0.0,0.7000000000000001,0.8857142857142857,0.7819819819819819
04,1.1904761904761905,0.784340659340659,0.5119047619047619,0.619493364283191
05,0.0,0.8407321844821843,0.9,0.8693571277411054
06,12.5,0.8630681818181817,1.0,0.9265019823116803
07,0.0,0.7674947119003155,0.6470588235294117,0.7021497778751745
08,0.0,0.7132867132867133,0.9090909090909091,0.799373040752351
09,0.0,0.7905249340031953,0.8888888888888888,0.8368263029001113
10,10.0,0.82994338994339,0.5567010309278351,0.666400605431254
11,0.3968253968253968,0.6430016451024823,0.84,0.7284164298398471
12,0.0,0.8096205265322913,0.8620689655172413,0.8350219739833553
13,0.0,0.5416666666666667,0.15384615384615385,0.23963133640552994
14,0.0,0.7961038961038962,0.4814814814814815,0.6000527088588532
15,50.0,0.8650793650793651,0.4444444444444444,0.5872053872053872
16,0.0,0.49258049887059874,0.8823529411764706,0.6322194795549766
17,0.0,0.731673731020132,0.5,0.5940483364974621
18,0.0,0.7121470741657578,0.8095238095238095,0.7577197127174705
19,0.0,0.7785916860916859,1.0,0.8755148156602254
20,21.022727272727273,0.9066701680672309,0.92569375430013,0.9160832098306487
