process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,16.666666666666668,0.7731481481481483,1.0,0.8720626631853786
02,0.0,0.5710899342998493,0.30000000000000004,0.39336232355310424
03,16.666666666666668,0.8909090909090907,1.0,0.9423076923076922
04,1.1904761904761905,0.7873792873792868,0.473491773308958,0.5913651707486413
05,0.0,0.7133449883449884,0.975609756097561,0.8241148347907609
06,25.0,0.9214743589743589,1.0,0.9591326105087572
07,0.0,0.5883436738699909,0.9333333333333333,0.7217310371113276
08,0.0,0.8076923076923076,0.8666666666666667,0.8361408882082696
09,0.0,0.7621173469387736,0.8235294117647058,0.7916341353774802
10,0.0,0.6878972416472418,0.8448275862068966,0.7583286388501393
11,0.7936507936507936,0.6065340238659563,0.8666666666666667,0.7136336876054273
12,0.0,0.710681514252943,0.8719211822660098,0.7830875904420062
13,0.0,0.7933396464646465,0.5,0.6134039489419862
14,0.0,0.8878787878787879,0.8,0.8416517055655297
15,16.666666666666668,0.830982905982906,0.9655172413793104,0.893212643701732
16,0.0,0.9126035642440308,0.8829113924050633,0.8975119707432123
17,0.0,0.8659761415591698,0.6114905584572117,0.716816472962493
18,nan,nan,nan,nan
19,40.0,0.8970833333333331,0.8518518518518519,0.8738826975849503
20,0.0,0.8599856928417416,0.2452135493372607,0.3816147099507905
