ground truth,1,0.933333333,0.967741935,1,0.927884615,0.96,0.934782609,1,0.966480447,0.990566038,0.914641375,0.881690141,1,0.956521739,1,0.985893417,1,0.971280057,1,1
gemini-1.5-pro-002,1,1,1,0.963768116,0.742307692,1,0.919148936,1,0.714285714,0.903846154,0.849344978,0.886255924,0.75,0.52,0.9,0.962466488,0.680866782,0.611111111,1,0.872552783
gemini-1.5-pro-002,0.904761905,1,1,0.888888889,0.692307692,1,1,0.866666667,0.967741935,0.91588785,0.834134615,0.865671642,1,0.764705882,0.888888889,0.95264624,0.890277431,0.371072344,1,0.993233083
gemini-1.5-pro-002,0.916666667,0.857142857,1,0.888888889,0.764705882,0.981132075,1,0.866666667,0.85,1,0.849344978,0.884057971,0.391304348,0.8,1,0.759036145,0.767239636,0.863636364,1,0.992102146
gemini-1.5-pro-002,1,1,1,1,0.764705882,1,1,0.866666667,0.875,0.447674419,0.84925816,0.886255924,0.75,0.52,1,0.818181818,0.833835039,0.730769231,1,1
claude-3-5-sonnet-20240620,0.863636364,1,0.971428571,1,0.928571429,1,1,1,0.895348837,0.912621359,1,1,1,0.789473684,1,0.967654987,0.741866667,0.878974297,0.956521739,0.988929889
o1-preview,1,1,0.962025316,0.85840708,1,0.967741935,1,1,0.759493671,0.816326531,0.897619048,0.945205479,1,0.75,0.956521739,0.912698413,0.946145216,0.881919238,1,0.637896427
gpt-4o-mini,0.9166666666666666,0.9900497512437811,0.8857142857142857,0.5119047619047619,0.9,1.0,0.6470588235294117,0.9090909090909091,0.8888888888888888,0.5567010309278351,0.84,0.8620689655172413,0.15384615384615385,0.4814814814814815,0.4444444444444444,0.8823529411764706,0.5,0.8095238095238095,1.0,0.92569375430013
o1-mini,1.0,1.0,0.9714285714285714,1.0,0.9719626168224299,1.0,1.0,1.0,0.967741935483871,1.0,0.9623971797884842,0.9703703703703703,1.0,0.7894736842105263,1.0,0.86282722513089,0.5714285714285714,0.49744897959183676,1.0,0.9916317991631799
Llama-3.2-90B-Vision-Instruct,0.875,0.9504950495049505,1.0,0.9217081850533808,0.9,0.4,1.0,0.8666666666666667,0.863013698630137,0.5029239766081872,0.42283105022831047,1.0,1.0,0.8,1.0,0.9333333333333333,0.5003010234798314,0.7,1.0,0.6933162775823474
gpt-4,0.8823529411764706,0.8,0.9696969696969697,0.9411764705882353,0.6923076923076923,1.0,0.8333333333333334,0.28846153846153844,0.9827586206896551,1.0,0.8571428571428572,0.6666666666666667,0.6829268292682926,0.8666666666666667,0.8888888888888888,0.9166666666666666,0.5715023231801755,0.36363636363636365,0.6666666666666667,0.9841269841269842

gpt-4o,0.76,0.8,0.0,0.8125,0.9285714285714286,0.9814814814814815,0.5466339410939691,1.0,0.9545454545454546,1.0,0.3161764705882353,0.8731707317073171,1.0,0.4444444444444444,0.9523809523809523,0.3993517017828201,0.9194833745534488,0.3958271014059228,1.0,0.8876170655567117
open-mixtral-8x22b,1.0,0.30000000000000004,1.0,0.473491773308958,0.975609756097561,1.0,0.9333333333333333,0.8666666666666667,0.8235294117647058,0.8448275862068966,0.8666666666666667,0.8719211822660098,0.5,0.8,0.9655172413793104,0.8829113924050633,0.6114905584572117,nan,0.8518518518518519,0.2452135493372607
codestral-2405,0.90625,0.75,0.9714285714285714,0.9230769230769231,0.975609756097561,1.0,0.9555555555555556,0.8125,0.4,0.5617977528089888,0.7580778790389395,0.6666666666666667,0.4576271186440678,0.4285714285714286,1.0,nan,0.7057823129251701,0.950073993301659,0.9523809523809523,0.9152713334678233
mistral-large-2407,1.0,1.0,1.0,0.9483870967741935,0.6842105263157895,0.5638297872340425,0.7581521739130435,0.9333333333333333,0.5480769230769231,0.84375,1.0,0.9818181818181818,0.5555555555555556,0.8,1.0,0.13313126602937753,0.37044967880085655,0.5714285714285714,1.0,0.8877937831690674
gemini-1.5-flash-002,0.8823529411764706,0.9901960784313726,0.3913043478260869,0.8888888888888888,0.5139664804469274,0.9,0.8333333333333334,0.7222222222222222,0.8571428571428572,1.0,0.7594520547945205,0.4732620320855615,0.75,0.5,1.0,0.8562176165803108,0.23202638329058267,0.5,0.8191489361702128,0.8158844765342961
Qwen2.5-72B-Instruct,0.8823529411764706,1.0,0.9,0.9285714285714286,0.8888888888888888,1.0,0.9285714285714286,1.0,0.8146551724137931,1.0,0.875,0.8731707317073171,0.8285714285714285,0.75,0.8888888888888888,0.3101903695408734,0.8005780346820809,0.8076923076923077,0.7,0.8719858603711652
Llama-3.1-405B-Instruct,1.0,1.0,1.0,0.9556650246305418,0.9426229508196722,1.0,0.9746514575411914,1.0,0.8953488372093024,0.7352941176470589,1.0,1.0,0.75,0.6666666666666667,0.9,0.935064935064935,0.6874435411020776,0.4491379858769642,0.8235294117647058,1.0
Llama-3.1-405B-Instruct,1.0,1.0,1.0,0.9556650246305418,0.9426229508196722,1.0,0.9746514575411914,1.0,0.8953488372093024,0.7352941176470589,1.0,1.0,0.75,0.6666666666666667,0.9,0.935064935064935,0.6874435411020776,0.4491379858769642,0.8235294117647058,1.0
WizardLM-2-8x22B,0.95,0.7272727272727273,0.33333333333333337,0.9333333333333333,0.5647058823529412,1.0,0.9718518518518519,0.875,0.8888888888888888,0.2222222222222222,0.9215481171548117,1.0,0.3291139240506329,0.6666666666666667,0.9444444444444444,0.4666666666666667,0.5498915401301518,0.2615509969325154,0.9583333333333334,1.0
Llama-3.1-Nemotron-70B-Instruct,1.0,0.5073170731707317,1.0,0.861878453038674,0.9274193548387096,1.0,0.9333333333333333,1.0,0.8200000000000001,1.0,0.9955604883462819,0.984251968503937,0.75,0.8,0.6,0.9333333333333333,0.8201526717557253,0.6666666666666667,0.7567567567567568,0.988929889298893
