ground truth,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
gemini-1.5-pro-002,66.66666667,22.22222222,16.66666667,0,100,25,15.78947368,50,0,20,5.555555556,4.761904762,0,0,0,11.11111111,0,0,100,39.54545455
gemini-1.5-pro-002,33.33333333,22.22222222,16.66666667,0,0,25,3.947368421,0,50,20,11.11111111,0,50,0,0,0,6.137184116,0,100,16.36363636
gemini-1.5-pro-002,16.66666667,0,16.66666667,0,25,0,1.973684211,0,7.142857143,20,5.555555556,2.380952381,0,0,25,0,16.96750903,0,100,23.86363636
gemini-1.5-pro-002,16.66666667,22.22222222,16.66666667,7.142857143,25,25,1.973684211,0,0,0,11.11111111,4.761904762,0,0,50,0,0,0,100,0
claude-3-5-sonnet-20240620,33.33333333,22.22222222,0,21.42857143,25,50,3.289473684,50,0,20,1.587301587,9.523809524,100,0,50,11.11111111,15.16245487,49.84423676,40,47.72727273
o1-preview,50,22.22222222,66.66666667,21.42857143,25,50,3.289473684,50,50,0,16.66666667,28.57142857,100,0,0,5.555555556,61.01083032,1.323987539,100,0
gpt-4o-mini,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
gpt-4o-mini,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
gpt-4o-mini,16.666666666666668,1.8518518518518519,0.0,1.1904761904761905,0.0,12.5,0.0,0.0,0.0,10.0,0.3968253968253968,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,21.022727272727273
o1-mini,33.333333333333336,22.22222222222222,0.0,7.142857142857143,25.0,25.0,1.3157894736842106,50.0,50.0,20.0,0.26455026455026454,14.285714285714286,100.0,0.0,50.0,19.444444444444443,0.36101083032490977,0.0,30.0,14.318181818181818
Llama-3.2-90B-Vision-Instruct,0.0,0.0,16.666666666666668,1.1904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
