process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,16.666666666666668,0.7731481481481483,1.0,0.8720626631853786
02,0.0,0.7879151728879145,0.5073170731707317,0.6172218467115108
03,16.666666666666668,0.8909090909090907,1.0,0.9423076923076922
04,0.0,0.8736263736263729,0.861878453038674,0.8677126515191266
05,0.0,0.8912240537240538,0.9274193548387096,0.9089615182722355
06,25.0,0.9214743589743589,1.0,0.9591326105087572
07,0.0,0.7004730198422157,0.9333333333333333,0.8003088214814337
08,50.0,0.9545454545454546,1.0,0.9767441860465117
09,0.0,0.7822941962826342,0.8200000000000001,0.8007034443986801
10,20.0,0.8807431457431457,1.0,0.9365905681874853
11,0.0,0.7006366940715678,0.9955604883462819,0.8224588703878444
12,0.0,0.7811660561660564,0.984251968503937,0.8710279579858945
13,0.0,0.762202380952381,0.75,0.75605195827593
14,0.0,0.8675213675213675,0.8,0.8323936442849821
15,0.0,0.8381410256410257,0.6,0.6993536884332516
16,0.0,0.6376831500586406,0.9333333333333333,0.7576889820655486
17,0.0,0.7320064273288629,0.8201526717557253,0.7735766616582033
18,0.0,0.742365384362405,0.6666666666666667,0.7024826097889695
19,0.0,0.8376623376623378,0.7567567567567568,0.7951568519537701
20,47.72727272727273,0.9691287878787925,0.988929889298893,0.9789292180914289
