process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,33.333333333333336,0.8722222222222222,1.0,0.9317507418397626
02,11.11111111111111,0.9326046597976421,1.0,0.96512719771181
03,0.0,0.8072845669981895,0.8,0.8036257758695683
04,0.0,0.6363190381047525,0.30000000000000004,0.40775783394904963
05,25.0,0.9290849673202616,0.8813559322033898,0.9045913044542415
06,25.0,0.9214743589743589,1.0,0.9591326105087572
07,0.0,0.653817792137614,0.5714285714285714,0.6098531332888102
08,50.0,0.9500000000000001,0.875,0.910958904109589
09,50.0,0.9795482295482294,0.967741935483871,0.9736092921181841
10,20.0,0.8839618714618716,0.7313432835820896,0.800442660159405
11,0.0,0.9217862338163114,0.8801393728222997,0.9004815234528492
12,2.380952380952381,0.818078085935229,0.8755980861244019,0.845861349603944
13,0.0,0.8070436507936508,0.6666666666666667,0.7301694154605632
14,0.0,0.8428571428571429,0.6666666666666667,0.744479495268139
15,100.0,1.0,0.9230769230769231,0.9600000000000001
16,0.0,0.833831635599912,0.84,0.8369044520453116
17,0.0,0.8610517587312192,0.7501506931886679,0.8017844969313171
18,0.0,0.8392405209226316,0.7224482728768071,0.7764771922243205
19,50.0,0.940705128205128,0.9642857142857143,0.9523494772262949
20,0.0,0.61429737263628,0.6243378668575519,0.6192769251497525
