process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,0.0,0.687037037037037,0.8636363636363636,0.7652806427098034
02,0.0,0.9225217864923735,0.6444444444444444,0.7588090010447015
03,0.0,0.7142343155210803,0.8421052631578947,0.772916765040184
04,0.0,0.8520408163265304,0.8525641025641025,0.8523023791250958
05,25.0,0.9243055555555556,0.9285714285714286,0.9264335814102909
06,25.0,0.9214743589743589,1.0,0.9591326105087572
07,0.0,0.8338355328700744,0.9285714285714286,0.8786572782457576
08,50.0,0.9583333333333334,1.0,0.9787234042553191
09,26.19047619047619,0.9348260461779548,0.9827213822894169,0.9581755639122976
10,20.0,0.9039035964035964,0.912621359223301,0.9082415589187357
11,0.0,0.712377685544771,0.5,0.5875872626480011
12,28.571428571428573,0.9349712943697903,0.8518518518518519,0.8914782979181692
13,100.0,1.0,1.0,1.0
14,0.0,0.6931818181818181,0.33333333333333337,0.4501845018450185
15,100.0,1.0,0.8571428571428572,0.9230769230769231
16,0.0,0.8357730699857034,0.84,0.8378812040391368
17,15.16245487364621,0.9380367852259407,0.9572935425778235,0.9475673385523192
18,0.0,0.7188750327747188,0.2222222222222222,0.339497339802123
19,0.0,0.9226190476190474,0.8235294117647058,0.8702626829757368
20,0.0,0.8077445615881429,0.7818181818181819,0.7945699370898498
