process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,0.0,0.7462121212121212,0.8260869565217391,0.7841206661778569
02,1.8518518518518519,0.8603213507625261,0.9707317073170731,0.912197721395283
03,0.0,0.7407724220224222,0.4970414201183432,0.594911066739643
04,0.0,0.78093112244898,0.8888888888888888,0.8314201447092027
05,0.0,0.8046973859473857,0.7419354838709677,0.7720430052449304
06,25.0,0.9214743589743589,1.0,0.9591326105087572
07,3.9473684210526314,0.8774086273475203,0.9389067524115755,0.9071165657915893
08,0.0,0.8214285714285715,0.8666666666666667,0.843441466854725
09,7.142857142857143,0.9318327870959442,0.7671232876712328,0.8414939524494159
10,0.0,0.8347144522144523,0.8172043010752688,0.8258665738383343
11,22.22222222222222,0.9622012950061312,0.6397058823529411,0.7684912548276419
12,4.761904761904762,0.8477571370428514,0.8779342723004695,0.8625818511554911
13,0.0,0.7782738095238095,0.625,0.6932661717921527
14,0.0,0.9115384615384616,0.5909090909090908,0.7170118687456364
15,0.0,0.8928571428571431,0.8888888888888888,0.89086859688196
16,5.555555555555555,0.9405842721748208,0.7645788336933046,0.8434979895293468
17,0.0,0.8289340011828484,0.6002891217925551,0.6963224364270301
18,0.0,0.8142042154403973,0.7777777777777778,0.7955742565434205
19,50.0,0.9615384615384617,0.6506024096385542,0.776085081920092
20,0.0,0.8340374323935832,0.4335785557246744,0.5705525155048604
