process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,0.0,0.6805555555555555,0.8947368421052632,0.7730858468677493
02,0.0,0.7439185267369867,0.8333333333333334,0.7860914560424314
03,0.0,0.813131313131313,0.9705882352941176,0.8849100599600266
04,7.142857142857143,0.8787284144427006,0.9527027027027027,0.9142215915672423
05,0.0,0.7063406772965596,0.4878048780487805,0.5770760966403254
06,0.0,0.841346153846154,0.9090909090909091,0.8739076154806492
07,0.0,0.7595938375350125,0.33333333333333337,0.463339099976506
08,0.0,0.638888888888889,0.6666666666666667,0.6524822695035462
09,0.0,0.6857142857142868,0.0,0.0
10,0.0,0.5581709956709957,0.4414414414414415,0.49299068269214363
11,0.0,0.5234054496742478,0.875,0.6550028370836958
12,0.0,0.607122849139656,0.0,0.0
13,0.0,0.5962849650349651,0.2222222222222222,0.32377912392389063
14,0.0,0.8869047619047619,0.19999999999999996,0.3263964950711938
15,8.333333333333334,0.8434343434343434,0.9523809523809523,0.8946029195125218
16,0.0,0.673705219920125,0.0,0.0
17,0.0,0.768217387482794,0.37054886211512716,0.4999482183271841
18,0.0,0.7318257239224328,0.48484848484848486,0.5832696885641726
19,10.0,0.8385908535908537,0.5476190476190477,0.6625667933617374
20,0.0,0.56888321009134,0.4929898924029996,0.5282244589754033
process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,0.0,0.6805555555555555,0.8947368421052632,0.7730858468677493
02,0.0,0.7439185267369867,0.8333333333333334,0.7860914560424314
03,0.0,0.813131313131313,0.9705882352941176,0.8849100599600266
04,7.142857142857143,0.8787284144427006,0.9527027027027027,0.9142215915672423
05,0.0,0.7063406772965596,0.4878048780487805,0.5770760966403254
06,0.0,0.841346153846154,0.9090909090909091,0.8739076154806492
07,0.0,0.7595938375350125,0.33333333333333337,0.463339099976506
08,0.0,0.638888888888889,0.6666666666666667,0.6524822695035462
09,0.0,0.6857142857142868,0.0,0.0
10,0.0,0.5662878787878789,0.4414414414414415,0.4961311186739136
11,0.0,0.5234054496742478,0.875,0.6550028370836958
12,0.0,0.607122849139656,0.0,0.0
13,0.0,0.5962849650349651,0.2222222222222222,0.32377912392389063
14,0.0,0.8869047619047619,0.19999999999999996,0.3263964950711938
15,8.333333333333334,0.8434343434343434,0.9523809523809523,0.8946029195125218
16,0.0,0.673705219920125,0.0,0.0
17,0.0,0.768217387482794,0.37054886211512716,0.4999482183271841
18,0.0,0.7318257239224328,0.48484848484848486,0.5832696885641726
19,10.0,0.8385908535908537,0.5476190476190477,0.6625667933617374
20,0.0,0.7595867282638893,0.5518394648829432,0.6392581387314082
