process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,16.666666666666668,0.7731481481481483,0.88,0.8231208692729922
02,5.555555555555555,0.9016616978175273,0.8941176470588236,0.8978738261979309
03,0.0,0.650063131313131,0.9166666666666666,0.7606815220749216
04,3.5714285714285716,0.8402014652014648,0.9333333333333333,0.8843221287069069
05,0.0,0.6889658952158952,0.75,0.7181885590615679
06,25.0,0.9214743589743589,1.0,0.9591326105087572
07,0.0,0.7439473022677371,0.9696969696969697,0.8419523893324319
08,0.0,0.8076923076923076,0.8666666666666667,0.8361408882082696
09,0.0,0.8257215929850197,0.4,0.538929295338023
10,25.0,0.8955128205128207,1.0,0.9448765640852216
11,0.0,0.6838079833659819,0.619515885022693,0.6500761909997109
12,0.0,0.7178751803751804,0.7272727272727273,0.7225433985128938
13,75.0,0.975,0.8857142857142857,0.928214971209213
14,0.0,0.8675213675213675,0.8,0.8323936442849821
15,0.0,0.7424242424242425,0.9,0.8136531365313654
16,0.0,0.8954201105758856,0.5333333333333333,0.6684951757673346
17,0.0,0.8259053591196355,0.33333333333333337,0.4749699749767126
18,0.0,0.6776918001497799,0.6666666666666667,0.6721340246445934
19,10.0,0.8725990675990676,0.9361702127659575,0.9032675019875809
20,0.0,0.7710938670814138,0.6814783615878699,0.7235217289683388
