process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,0.0,0.7361111111111112,0.95,0.8294892915980231
02,0.0,0.6986459886098686,0.4,0.50873238211619
03,0.0,0.8901098901098904,0.7894736842105263,0.8367768595041325
04,0.0,0.8051739926739924,0.8,0.8025786576147416
05,0.0,0.8715208041156185,0.5533980582524272,0.676947906946302
06,25.0,0.9214743589743589,1.0,0.9591326105087572
07,0.0,0.7288151858246666,0.8571428571428572,0.7877872097271483
08,50.0,0.9545454545454546,1.0,0.9767441860465117
09,0.0,0.7979396303976126,0.9041916167664671,0.8477493444683885
10,0.0,0.691641969141969,0.5714285714285714,0.6258145838605549
11,0.0,0.7075435703255223,0.8734177215189873,0.781778904084524
12,4.761904761904762,0.8324684574684575,1.0,0.9085760293178601
13,0.0,0.5874007936507937,0.75,0.658816111564424
14,0.0,0.65625,0.2142857142857143,0.3230769230769231
15,0.0,0.9160839160839161,0.9565217391304348,0.9358662120474104
16,0.0,0.8439561066475143,0.2952302631578947,0.43743743791776335
17,0.0,0.818251675894588,0.6346444780635401,0.7148465585210763
18,0.0,0.4785271141058619,0.2833333333333333,0.35592524270218184
19,0.0,0.9017857142857144,0.5714285714285714,0.6995670995670996
20,16.363636363636363,0.9127272727272743,0.9544797687861272,0.9331367083228392
