process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,33.333333333333336,0.8722222222222222,1.0,0.9317507418397626
02,22.22222222222222,0.9510582010582018,1.0,0.9749152542372885
03,0.0,0.8131313131313131,0.9714285714285714,0.8852591574351095
04,7.142857142857143,0.880036630036629,1.0,0.9361909400876759
05,25.0,0.9480158730158731,0.9719626168224299,0.9598399082099196
06,25.0,0.9214743589743589,1.0,0.9591326105087572
07,1.3157894736842106,0.8175876625954009,1.0,0.8996404183641269
08,50.0,0.9545454545454546,1.0,0.9767441860465117
09,50.0,0.9786554621848739,0.967741935483871,0.9731681025478186
10,20.0,0.8956043956043958,1.0,0.9449275362318842
11,0.26455026455026454,0.7301648005255978,0.9623971797884842,0.8303489656269576
12,14.285714285714286,0.9084415584415582,0.9703703703703703,0.9383853253286567
13,100.0,1.0,1.0,1.0
14,0.0,0.905982905982906,0.7894736842105263,0.8437251260281241
15,50.0,0.9545454545454545,1.0,0.9767441860465116
16,19.444444444444443,0.9324884900298194,0.86282722513089,0.8963063705448602
17,0.36101083032490977,0.9456636976866035,0.5714285714285714,0.7123881214371829
18,0.0,0.8613626913169099,0.49744897959183676,0.6306745828397448
19,30.0,0.8966161616161618,1.0,0.9454903736053046
20,14.318181818181818,0.9288608511586589,0.9916317991631799,0.9592204967328006
