process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,33.333333333333336,0.85,0.8636363636363636,0.856763925729443
02,22.22222222222222,0.9510582010582018,1.0,0.9749152542372885
03,0.0,0.8131313131313131,0.9714285714285714,0.8852591574351095
04,21.428571428571427,0.9254317111459975,1.0,0.9612719119445581
05,25.0,0.9243055555555556,0.9285714285714286,0.9264335814102909
06,50.0,0.9642857142857143,1.0,0.9818181818181818
07,3.289473684210526,0.8428792569659428,1.0,0.9147417051658958
08,50.0,0.9545454545454546,1.0,0.9767441860465117
09,0.0,0.9351785714285705,0.8953488372093024,0.914830384467922
10,20.0,0.9073971861471861,0.912621359223301,0.9100017749637509
11,1.5873015873015872,0.8793517585631877,1.0,0.935803267862398
12,9.523809523809524,0.8609410430839003,1.0,0.9252749261278825
13,100.0,1.0,1.0,1.0
14,0.0,0.9166666666666667,0.7894736842105263,0.8483290488431876
15,50.0,0.9545454545454545,1.0,0.9767441860465116
16,11.11111111111111,0.9445819339057085,0.967654986522911,0.9559792604761945
17,15.16245487364621,0.9438516791114491,0.7418666666666667,0.8307581165784063
18,49.84423676012461,0.9816081518569377,0.8789742965038373,0.9274604686086788
19,40.0,0.9335714285714285,0.9565217391304348,0.9449072476627068
20,47.72727272727273,0.9691287878787925,0.988929889298893,0.9789292180914289
