process_id,fitness_percFitTraces,averageFitness,precision,f_measure
01,16.666666666666668,0.7731481481481483,1.0,0.8720626631853786
02,0.0,0.8248002904865652,1.0,0.9039896527708687
03,16.666666666666668,0.8909090909090907,1.0,0.9423076923076922
04,7.142857142857143,0.876648351648351,0.9483870967741935,0.9111077659672614
05,25.0,0.9439338235294118,0.6842105263157895,0.7933565083043645
06,0.0,0.801018772893773,0.5638297872340425,0.6618144422541279
07,0.0,0.6958634170402941,0.7581521739130435,0.7256735975296548
08,0.0,0.8636363636363636,0.9333333333333333,0.897133220910624
09,0.0,0.7164246467817897,0.5480769230769231,0.6210444105158487
10,10.0,0.8262116355866356,0.84375,0.83488872159789
11,1.5873015873015872,0.7731346313113227,1.0,0.8720540647717772
12,0.0,0.7045864188721332,0.9818181818181818,0.8204149305897876
13,0.0,0.7858270202020202,0.5555555555555556,0.650926252761763
14,0.0,0.8174603174603174,0.8,0.8086359175662414
15,8.333333333333334,0.8434343434343434,1.0,0.915068493150685
16,0.0,0.6036170230721031,0.13313126602937753,0.21814858525556519
17,0.0,0.678204918479838,0.37044967880085655,0.47916786874061096
18,0.0,0.8259753537106439,0.5714285714285714,0.675518234799664
19,80.0,0.9845238095238095,1.0,0.9922015596880623
20,39.54545454545455,0.9559656598883618,0.8877937831690674,0.9206194148241359
